1001	-1.701
1002	-1.32
1003	-1.271
1004	-0.8355
1005	-1.448
1006	-1.579
1007	-1.747
1008	-1.832
1009	-1.856
1010	-1.997
1011	-1.533
1012	-1.315
1013	-1.922
1014	-2.17
1015	-2.7
1016	-1.84
1017	-2.517
1018	-2.65
1019	-2.628
1020	-3.166
1021	-2.517
1022	-2.407
1023	-1.823
1024	-2.782
1025	-2.723
1026	-1.702
1027	-1.512
1028	-2.007
1029	-2.036
1030	-1.733
1031	-1.735
1032	-1.811
1033	-1.664
1034	-1.897
1035	-2.179
1036	-1.562
1037	-1.547
1038	-2.038
1039	-1.766
1040	-1.36
1041	-1.737
1042	-2.369
1043	-1.717
1044	-1.317
1045	-1.561
1046	-1.55
1047	-0.835
1048	-1.621
1049	-0.9294
1050	-1.513
1051	-1.413
1052	-1.804
1053	-1.156
1054	-1.041
1055	-0.3795
1056	-0.7849
1057	-1.408
1058	-1.031
1059	-1.119
1060	-1.218
1061	-0.6674
1062	-0.7054
1063	-1.095
1064	-0.5894
1065	-0.6628
1066	-0.02177
1067	-0.962
1068	-0.8583
1069	-1.547
1070	-1.087
1071	-0.3108
1072	-0.8493
1073	-0.6663
1074	-1.64
1075	-0.4366
1076	-0.7601
1077	-0.7163
1078	-1.551
1079	-1.274
1080	-0.6709
1081	-0.6347
1082	-1.085
1083	-1.436
1084	-0.7778
1085	-1.199
1086	-0.6975
1087	-0.7376
1088	-1.198
1089	-0.8063
1090	-0.2668
1091	-0.1048
1092	-0.8134
1093	-0.2742
1094	-0.2176
1095	-0.1497
1096	-0.83
1097	-1.226
1098	-0.827
1099	-1.578
1100	-1.801
1101	-1.171
1102	-1.514
1103	-1.843
1104	-1.073
1105	-1.311
1106	-1.054
1107	-1.09
1108	-2.692
1109	-1.485
1110	-1.321
1111	-1.221
1112	-0.9658
1113	-1.125
1114	-1.094
1115	-1.426
1116	-1.612
1117	-1.157
1118	-1.526
1119	-1.775
1120	-1.653
1121	-1.085
1122	-1.773
1123	-1.334
1124	-1.655
1125	-1.836
1126	-1.436
1127	-1.391
1128	-1.199
1129	-1.697
1130	-1.322
1131	-1.089
